route_id,service_id,trip_id,trip_headsign,block_id,direction_id,shape_id
1,10,87152,"Decatur-Drummond",1003,0,275147
1,10,87153,"Parx Casino",2151,0,275145
1,10,87154,"Parx Casino via Decatur-Drummond",2155,0,275152
1,10,87155,"Decatur-Drummond",1426,0,275151
1,10,87156,"Parx Casino via Decatur-Drummond",2153,0,275152
1,10,87157,"Decatur-Drummond",1002,0,275148
1,10,87158,"Byberry Industrial Park",2708,0,275149
1,10,87159,"Decatur-Drummond",2154,0,275146
1,10,87160,"Decatur-Drummond",1001,0,275147
1,10,87161,"Decatur-Drummond",2783,0,275151
1,10,87162,"Decatur-Drummond",1455,0,275146
1,10,87163,"Decatur-Drummond",2151,0,275146
1,10,87164,"Decatur-Drummond",2156,0,275151
1,10,87165,"Roosevelt-Pratt",1521,0,275150
1,10,87166,"Parx Casino",2157,0,275145
1,10,87167,"Parx Casino",2158,0,275145
1,10,87168,"Parx Casino",1004,0,275145
1,10,87169,"Parx Casino",2159,0,275145
1,10,87170,"Parx Casino",1005,0,275145
1,10,87171,"Parx Casino via Decatur-Drummond",1003,0,275152
1,10,87172,"Parx Casino via Decatur-Drummond",1001,0,275152
1,10,87173,"Parx Casino via Decatur-Drummond",2151,0,275152
1,10,87174,"Parx Casino",1003,0,275145
1,10,87175,"Parx Casino",1004,0,275145
1,10,87176,"Byberry Industrial Park",2783,0,275149
1,10,87177,"Parx Casino via Decatur-Drummond",2152,0,275152
1,10,87178,"Byberry Industrial Park",2155,0,275149
1,10,87179,"54th-City via Drummond-Decatur",1484,1,275154
1,10,87180,"54th-City",1435,1,275153
1,10,87181,"54th-City",2157,1,275157
1,10,87182,"54th-City",1004,1,275158
1,10,87183,"54th-City",1005,1,275158
1,10,87184,"54th-City via Drummond-Decatur",1003,1,275154
1,10,87185,"54th-City via Drummond-Decatur",2151,1,275154
1,10,87186,"54th-City",2152,1,275158
1,10,87187,"54th-City",2155,1,275157
1,10,87188,"54th-City",2153,1,275158
1,10,87189,"54th-City",2154,1,275157
1,10,87190,"54th-City",1001,1,275157
1,10,87191,"Wissahickon Transportation Center",2783,1,275160
1,10,87192,"54th-City",2151,1,275157
1,10,87193,"54th-City",2152,1,275157
1,10,87194,"54th-City via Drummond-Decatur",2159,1,275154
1,10,87195,"Wissahickon Transportation Center",1229,1,275156
1,10,87196,"Wissahickon Transportation Center",2560,1,275156
1,10,87197,"Wissahickon Transportation Center",2156,1,275160
1,10,87198,"54th-City",1004,1,275158
1,10,87199,"54th-City",1516,1,275157
1,10,87200,"54th-City",1006,1,275153
1,10,87201,"54th-City",1003,1,275157
1,10,87202,"54th-City via Drummond-Decatur",2156,1,275154
1,10,87203,"Wissahickon Transportation Center",2160,1,275155
1,10,87204,"23rd-Venango",1007,1,275159
1,10,87205,"23rd-Venango",2158,1,275159
1,10,87206,"54th-City",1521,1,275153
12,10,57867,"Columbus-Dock",7254,0,275161
12,10,57868,"Columbus-Dock",7255,0,275161
12,10,57869,"Columbus-Dock",7256,0,275161
12,10,57870,"Columbus-Dock",7257,0,275161
12,10,57871,"Columbus-Dock",7258,0,275161
12,10,57872,"Columbus-Dock",7251,0,275161
12,10,57873,"Columbus-Dock",7255,0,275161
12,10,57874,"Columbus-Dock",7256,0,275161
12,10,57875,"Columbus-Dock",7257,0,275161
12,10,57876,"Columbus-Dock",7258,0,275161
12,10,57877,"Columbus-Dock",7251,0,275161
12,10,57878,"Columbus-Dock",7256,0,275161
12,10,57879,"Columbus-Dock",7257,0,275161
12,10,57880,"Columbus-Dock",7258,0,275161
12,10,57881,"Columbus-Dock",7259,0,275161
12,10,57882,"Columbus-Dock",7262,0,275161
12,10,57883,"Columbus-Dock",7261,0,275161
12,10,57884,"Columbus-Dock",7258,0,275161
12,10,57885,"Columbus-Dock",7260,0,275161
12,10,57886,"Columbus-Dock",7263,0,275161
12,10,57887,"Columbus-Dock",7257,0,275161
12,10,57888,"Columbus-Dock",7259,0,275161
12,10,57889,"Columbus-Dock",7261,0,275161
12,10,57890,"Columbus-Dock",7258,0,275161
12,10,57891,"Columbus-Dock",7260,0,275161
12,10,57892,"Columbus-Dock",7262,0,275161
12,10,57893,"Columbus-Dock",7263,0,275161
12,10,57894,"Columbus-Dock",7262,0,275161
12,10,57895,"Columbus-Dock",7254,0,275161
12,10,57896,"Columbus-Dock",7251,0,275161
12,10,57897,"Columbus-Dock",7262,0,275161
12,10,57898,"Columbus-Dock",7253,0,275161
12,10,57899,"Columbus-Dock",7261,0,275161
12,10,57900,"Columbus-Dock",7263,0,275161
12,10,57901,"Columbus-Dock",7261,0,275161
12,10,57902,"Columbus-Dock",7263,0,275161
12,10,57903,"Columbus-Dock",7262,0,275161
12,10,57904,"Columbus-Dock",7261,0,275161
12,10,57905,"Columbus-Dock",7263,0,275161
12,10,57906,"Columbus-Dock",7262,0,275161
12,10,57907,"Columbus-Dock",7263,0,275161
12,10,57908,"Columbus-Dock",7251,0,275161
12,10,57909,"Columbus-Dock",7252,0,275161
12,10,57910,"Columbus-Dock",7253,0,275161
12,10,57911,"Columbus-Dock",7254,0,275161
12,10,57912,"Columbus-Dock",7251,0,275161
12,10,57913,"Columbus-Dock",7255,0,275161
12,10,57914,"Columbus-Dock",7252,0,275161
12,10,57915,"Columbus-Dock",7256,0,275161
12,10,57916,"Columbus-Dock",7253,0,275161
12,10,57917,"Columbus-Dock",7254,0,275161
12,10,57918,"Columbus-Dock",7251,0,275161
12,10,57919,"Columbus-Dock",7255,0,275161
12,10,57920,"Columbus-Dock",7256,0,275161
12,10,57921,"Columbus-Dock",7252,0,275161
12,10,57922,"Columbus-Dock",7259,0,275161
12,10,57923,"Columbus-Dock",7255,0,275161
12,10,57924,"Columbus-Dock",7260,0,275161
12,10,57925,"Columbus-Dock",7252,0,275161
12,10,57926,"Columbus-Dock",7256,0,275161
12,10,57927,"Columbus-Dock",7253,0,275161
12,10,57928,"50th-Woodland",7256,1,275162
12,10,57929,"50th-Woodland",7253,1,275162
12,10,57930,"50th-Woodland",7262,1,275162
12,10,57931,"50th-Woodland",7261,1,275162
12,10,57932,"50th-Woodland",7259,1,275162
12,10,57933,"50th-Woodland",7258,1,275162
12,10,57934,"50th-Woodland",7260,1,275162
12,10,57935,"50th-Woodland",7256,1,275162
12,10,57936,"50th-Woodland",7257,1,275162
12,10,57937,"50th-Woodland",7259,1,275162
12,10,57938,"50th-Woodland",7261,1,275162
12,10,57939,"50th-Woodland",7263,1,275162
12,10,57940,"50th-Woodland",7253,1,275162
12,10,57941,"50th-Woodland",7254,1,275162
12,10,57942,"50th-Woodland",7251,1,275162
12,10,57943,"50th-Woodland",7252,1,275162
12,10,57944,"50th-Woodland",7255,1,275162
12,10,57945,"50th-Woodland",7252,1,275162
12,10,57946,"50th-Woodland",7256,1,275162
12,10,57947,"50th-Woodland",7253,1,275162
12,10,57948,"50th-Woodland",7254,1,275162
12,10,57949,"50th-Woodland",7251,1,275162
12,10,57950,"50th-Woodland",7255,1,275162
12,10,57951,"50th-Woodland",7256,1,275162
12,10,57952,"50th-Woodland",7254,1,275162
12,10,57953,"50th-Woodland",7257,1,275162
12,10,57954,"50th-Woodland",7258,1,275162
12,10,57955,"50th-Woodland",7258,1,275162
12,10,57956,"50th-Woodland",7262,1,275162
12,10,57957,"50th-Woodland",7263,1,275162
12,10,57958,"50th-Woodland",7262,1,275162
12,10,57959,"50th-Woodland",7263,1,275162
12,10,57960,"50th-Woodland",7262,1,275162
12,10,57961,"50th-Woodland",7256,1,275162
12,10,57962,"50th-Woodland",7263,1,275162
12,10,57963,"50th-Woodland",7251,1,275162
12,10,57964,"50th-Woodland",7255,1,275162
12,10,57965,"50th-Woodland",7257,1,275162
12,10,57966,"50th-Woodland",7258,1,275162
12,10,57967,"50th-Woodland",7262,1,275162
12,10,57968,"50th-Woodland",7260,1,275162
12,10,57969,"50th-Woodland",7261,1,275162
12,10,57970,"50th-Woodland",7257,1,275162
12,10,57971,"50th-Woodland",7263,1,275162
12,10,57972,"50th-Woodland",7258,1,275162
12,10,57973,"50th-Woodland",7259,1,275162
12,10,57974,"50th-Woodland",7262,1,275162
12,10,57975,"50th-Woodland",7260,1,275162
12,10,57976,"50th-Woodland",7261,1,275162
12,10,57977,"50th-Woodland",7263,1,275162
12,10,57978,"50th-Woodland",7251,1,275162
12,10,57979,"50th-Woodland",7255,1,275162
12,10,57980,"50th-Woodland",7261,1,275162
12,10,57981,"50th-Woodland",7251,1,275162
12,10,57982,"50th-Woodland",7252,1,275162
12,10,57983,"50th-Woodland",7256,1,275162
12,10,57984,"50th-Woodland",7253,1,275162
12,10,57985,"50th-Woodland",7254,1,275162
12,10,57986,"50th-Woodland",7251,1,275162
12,10,57987,"50th-Woodland",7255,1,275162
12,10,57988,"50th-Woodland",7252,1,275162
14,10,87568,"Neshaminy Mall",1063,0,275177
14,10,87569,"Neshaminy Mall",1062,0,275177
14,10,87570,"Neshaminy Mall",1056,0,275165
14,10,87571,"Caroline-Comly",1053,0,275173
14,10,87572,"Neshaminy Mall",1152,0,275165
14,10,87573,"Byberry Industrial Park",1057,0,275175
14,10,87574,"Byberry Industrial Park",1153,0,275175
14,10,87575,"Roosevelt-Byberry",1051,0,275174
14,10,87576,"Street Rd Industrial Park",1055,0,275176
14,10,87577,"Byberry Industrial Park",1061,0,275175
14,10,87578,"Neshaminy Mall",1053,0,275165
14,10,87579,"Neshaminy Mall",1063,0,275177
14,10,87580,"Street Rd Industrial Park",1054,0,275176
14,10,87581,"Neshaminy Mall",1056,0,275177
14,10,87582,"Street Rd Industrial Park",1151,0,275176
14,10,87583,"Neshaminy Mall",1051,0,275165
14,10,87584,"Byberry Industrial Park",1052,0,275175
14,10,87585,"Street Rd Industrial Park",1056,0,275176
14,10,87586,"Neshaminy Mall",1055,0,275165
14,10,87587,"Neshaminy Mall",1065,0,275177
14,10,87588,"Neshaminy Mall",1055,0,275177
14,10,87589,"Neshaminy Mall",1069,0,275177
14,10,87590,"Neshaminy Mall",1071,0,275177
14,10,87591,"Neshaminy Mall",1072,0,275177
14,10,87592,"Roosevelt-Byberry",1073,0,275174
14,10,87593,"Byberry Industrial Park",1056,0,275175
14,10,87594,"Byberry Industrial Park",1065,0,275175
14,10,87595,"Roosevelt-Byberry",1067,0,275174
14,10,87596,"Byberry Industrial Park",1068,0,275175
14,10,87597,"Roosevelt-Byberry",1073,0,275174
14,10,87598,"Byberry Industrial Park",1072,0,275175
14,10,87599,"Street Rd Industrial Park",1079,0,275176
14,10,87600,"Byberry Industrial Park",1063,0,275175
14,10,87601,"Red Lion-Norcom",1076,0,275170
14,10,87602,"Street Rd Industrial Park",1067,0,275176
14,10,87603,"Neshaminy Mall",1073,0,275177
14,10,87604,"Neshaminy Mall",1079,0,275177
14,10,87605,"Neshaminy Mall",1078,0,275177
14,10,87606,"Neshaminy Mall",1080,0,275165
14,10,87607,"Neshaminy Mall",1079,0,275165
14,10,87608,"Byberry Industrial Park",1071,0,275175
14,10,87609,"Neshaminy Mall",1078,0,275165
14,10,87610,"Neshaminy Mall",1079,0,275165
14,10,87611,"Neshaminy Mall",1078,0,275165
14,10,87612,"Neshaminy Mall",1081,0,275177
14,10,87613,"Neshaminy Mall",1082,0,275165
14,10,87614,"Neshaminy Mall",1080,0,275165
14,10,87615,"Neshaminy Mall",1081,0,275164
14,10,87616,"Neshaminy Mall",1078,0,275165
14,10,87617,"Neshaminy Mall",1051,0,275164
14,10,87618,"Neshaminy Mall",1052,0,275165
14,10,87619,"Oxford Valley Mall via Neshaminy Mall",1051,0,275166
14,10,87620,"Oxford Valley Mall via Neshaminy Mall",1052,0,275166
14,10,87621,"Neshaminy Mall",1151,0,275165
14,10,87622,"Byberry Industrial Park",1153,0,275175
14,10,87623,"Byberry Industrial Park",1152,0,275175
14,10,87624,"Neshaminy Mall",1061,0,275177
14,10,87625,"Neshaminy Mall",1052,0,275165
14,10,87626,"Neshaminy Mall",1080,0,275165
14,10,87627,"Neshaminy Mall",1053,0,275165
14,10,87628,"Oxford Valley Mall via Neshaminy Mall",1054,0,275166
14,10,87629,"Oxford Valley Mall via Neshaminy Mall",1058,0,275166
14,10,87630,"Oxford Valley Mall via Neshaminy Mall",1062,0,275166
14,10,87631,"Oxford Valley Mall via Neshaminy Mall",1057,0,275166
14,10,87632,"Oxford Valley Mall via Neshaminy Mall",1054,0,275166
14,10,87633,"Oxford Valley Mall via Neshaminy Mall",1061,0,275166
14,10,87634,"Oxford Valley Mall via Neshaminy Mall",1073,0,275166
14,10,87635,"Oxford Valley Mall via Neshaminy Mall",1082,0,275166
14,10,87636,"Oxford Valley Mall via Neshaminy Mall",1081,0,275166
14,10,87637,"Oxford Valley Mall via Neshaminy Mall",1056,0,275179
14,10,87638,"Oxford Valley Mall via Neshaminy Mall",1064,0,275179
14,10,87639,"Oxford Valley Mall via Neshaminy Mall",1057,0,275179
14,10,87640,"Oxford Valley Mall via Neshaminy Mall",1066,0,275179
14,10,87641,"Oxford Valley Mall via Neshaminy Mall",1067,0,275179
14,10,87642,"Oxford Valley Mall via Neshaminy Mall",1065,0,275179
14,10,87643,"Oxford Valley Mall via Neshaminy Mall",1068,0,275179
14,10,87644,"Oxford Valley Mall via Neshaminy Mall",1070,0,275179
14,10,87645,"Oxford Valley Mall via Neshaminy Mall",1063,0,275179
14,10,87646,"Oxford Valley Mall via Neshaminy Mall",1076,0,275179
14,10,87647,"Oxford Valley Mall via Neshaminy Mall",1077,0,275179
14,10,87648,"Oxford Valley Mall via Neshaminy Mall",1069,0,275179
14,10,87649,"Oxford Valley Mall via Neshaminy Mall",1071,0,275179
14,10,87650,"Oxford Valley Mall via Neshaminy Mall",1078,0,275179
14,10,87651,"Oxford Valley Mall via Neshaminy Mall",1080,0,275179
14,10,87652,"Oxford Valley Mall via Neshaminy Mall",1065,0,275179
14,10,87653,"Oxford Valley Mall via Neshaminy Mall",1082,0,275179
14,10,87654,"Oxford Valley Mall via Neshaminy Mall",1071,0,275179
14,10,87655,"Oxford Valley Mall via Neshaminy Mall",1081,0,275179
14,10,87656,"Byberry-Evans",1059,0,275180
14,10,87657,"Byberry-Evans",1060,0,275180
14,10,87658,"Frankford Transportation Center",1051,1,275183
14,10,87660,"Frankford Transportation Center",1081,1,275194
14,10,87661,"Frankford Transportation Center",1067,1,275193
14,10,87663,"Frankford Transportation Center",1078,1,275183
14,10,87664,"Frankford Transportation Center",1051,1,275183
14,10,87665,"Frankford Transportation Center",1052,1,275183
14,10,87666,"Frankford Transportation Center",1054,1,275196
14,10,87667,"Frankford Transportation Center",1055,1,275188
14,10,87668,"Frankford Transportation Center",1053,1,275183
14,10,87669,"Frankford Transportation Center",1051,1,275181
14,10,87670,"Frankford Transportation Center",1055,1,275188
14,10,87671,"Frankford Transportation Center",1151,1,275183
14,10,87672,"Frankford Transportation Center",1055,1,275194
14,10,87673,"Frankford Transportation Center",1063,1,275194
14,10,87674,"Frankford Transportation Center",1054,1,275193
14,10,87675,"Frankford Transportation Center",1061,1,275194
14,10,87676,"Frankford Transportation Center",1056,1,275194
14,10,87677,"Frankford Transportation Center",1069,1,275194
14,10,87678,"Frankford Transportation Center",1071,1,275194
14,10,87679,"Frankford Transportation Center",1072,1,275194
14,10,87680,"Frankford Transportation Center",1073,1,275190
14,10,87681,"Frankford Transportation Center",1056,1,275185
14,10,87682,"Frankford Transportation Center",1067,1,275189
14,10,87683,"Frankford Transportation Center",1065,1,275185
14,10,87684,"Frankford Transportation Center",1068,1,275185
14,10,87685,"Frankford Transportation Center",1073,1,275194
14,10,87686,"Frankford Transportation Center",1079,1,275194
14,10,87687,"Frankford Transportation Center",1078,1,275194
14,10,87688,"Frankford Transportation Center",1080,1,275183
14,10,87689,"Frankford Transportation Center",1079,1,275183
14,10,87690,"Frankford Transportation Center",1071,1,275185
14,10,87691,"Frankford Transportation Center",1078,1,275183
14,10,87692,"Frankford Transportation Center",1080,1,275183
14,10,87693,"Frankford Transportation Center",1079,1,275183
14,10,87694,"Frankford Transportation Center",1078,1,275183
14,10,87695,"Frankford Transportation Center",1082,1,275183
14,10,87696,"Frankford Transportation Center",1080,1,275183
14,10,87697,"Frankford Transportation Center",1081,1,275183
14,10,87698,"Frankford Transportation Center",1053,1,275190
14,10,87699,"Frankford Transportation Center",1052,1,275181
14,10,87700,"Frankford Transportation Center",1056,1,275183
14,10,87701,"Frankford Transportation Center",1057,1,275185
14,10,87702,"Frankford Transportation Center",1051,1,275190
14,10,87703,"Frankford Transportation Center",1152,1,275183
14,10,87704,"Frankford Transportation Center",1153,1,275185
14,10,87705,"Frankford Transportation Center",1061,1,275185
14,10,87706,"Frankford Transportation Center",1055,1,275193
14,10,87707,"Frankford Transportation Center",1052,1,275185
14,10,87708,"Frankford Transportation Center",1056,1,275193
14,10,87709,"Frankford Transportation Center",1151,1,275193
14,10,87710,"Frankford Transportation Center",1153,1,275185
14,10,87711,"Frankford Transportation Center",1053,1,275183
14,10,87712,"Frankford Transportation Center",1052,1,275183
14,10,87713,"Frankford Transportation Center",1055,1,275183
14,10,87714,"Frankford Transportation Center",1063,1,275194
14,10,87715,"Frankford Transportation Center",1062,1,275194
14,10,87716,"Frankford Transportation Center",1065,1,275194
14,10,87717,"Frankford Transportation Center",1073,1,275187
14,10,87718,"Frankford Transportation Center",1072,1,275185
14,10,87719,"Frankford Transportation Center",1079,1,275193
14,10,87720,"Frankford Transportation Center",1054,1,275181
14,10,87721,"Frankford Transportation Center",1058,1,275181
14,10,87722,"Frankford Transportation Center",1062,1,275181
14,10,87723,"Frankford Transportation Center",1057,1,275181
14,10,87724,"Frankford Transportation Center",1071,1,275181
14,10,87725,"Frankford Transportation Center",1081,1,275181
14,10,87726,"Frankford Transportation Center",1073,1,275181
14,10,87727,"Frankford Transportation Center",1082,1,275181
14,10,87728,"Frankford Transportation Center",1081,1,275181
14,10,87729,"Frankford Transportation Center",1054,1,275195
14,10,87730,"Frankford Transportation Center",1061,1,275195
14,10,87731,"Frankford Transportation Center",1056,1,275195
14,10,87732,"Frankford Transportation Center",1064,1,275195
14,10,87733,"Frankford Transportation Center",1057,1,275195
14,10,87734,"Frankford Transportation Center",1066,1,275195
14,10,87735,"Frankford Transportation Center",1067,1,275195
14,10,87736,"Frankford Transportation Center",1065,1,275195
14,10,87737,"Frankford Transportation Center",1068,1,275195
14,10,87738,"Frankford Transportation Center",1070,1,275195
14,10,87739,"Frankford Transportation Center",1063,1,275195
14,10,87740,"Frankford Transportation Center",1076,1,275195
14,10,87741,"Frankford Transportation Center",1077,1,275195
14,10,87742,"Frankford Transportation Center",1069,1,275195
14,10,87743,"Frankford Transportation Center",1071,1,275195
14,10,87744,"Frankford Transportation Center",1078,1,275195
14,10,87745,"Frankford Transportation Center",1080,1,275195
14,10,87746,"Frankford Transportation Center",1065,1,275195
14,10,87747,"Frankford Transportation Center",1082,1,275195
14,10,87748,"Frankford Transportation Center",1061,1,275186
14,10,87749,"Frankford Transportation Center",1075,1,275191
14,10,87750,"Frankford Transportation Center",1074,1,275191
14,10,87752,"Frankford Transportation Center",1063,1,275185
16,10,58576,"15th-Market",3806,0,275199
16,10,58577,"15th-Market",3807,0,275199
16,10,58578,"15th-Market",3810,0,275199
16,10,58579,"15th-Market",3807,0,275199
16,10,58580,"15th-Market",3810,0,275199
16,10,58581,"15th-Market",3816,0,275199
16,10,58582,"15th-Market",3802,0,275199
16,10,58583,"15th-Market",3801,0,275199
16,10,58584,"15th-Market",3801,0,275199
16,10,58585,"15th-Market",3813,0,275199
16,10,58586,"15th-Market",3803,0,275199
16,10,58587,"15th-Market",3806,0,275199
16,10,58588,"15th-Market",3816,0,275199
16,10,58589,"15th-Market",3819,0,275199
16,10,58590,"15th-Market",3813,0,275199
16,10,58591,"15th-Market",3817,0,275199
16,10,58592,"15th-Market",3816,0,275199
16,10,58593,"15th-Market",3819,0,275199
16,10,58594,"15th-Market",3290,0,275199
16,10,58595,"15th-Market",3819,0,275199
16,10,58596,"15th-Market",3290,0,275199
16,10,58597,"15th-Market",3816,0,275199
16,10,58598,"15th-Market",3819,0,275199
16,10,58599,"15th-Market",3810,0,275199
16,10,58600,"15th-Market",3290,0,275199
16,10,58601,"15th-Market",3807,0,275199
16,10,58602,"15th-Market",3801,0,275199
16,10,58603,"15th-Market",3802,0,275199
16,10,58604,"15th-Market",3552,0,275199
16,10,58605,"15th-Market",3803,0,275199
16,10,58606,"15th-Market",3554,0,275199
16,10,58607,"15th-Market",3804,0,275199
16,10,58608,"15th-Market",3806,0,275199
16,10,58609,"15th-Market",3807,0,275199
16,10,58610,"Olney Transportation Center",3801,0,275198
16,10,58611,"Olney Transportation Center",3808,0,275198
16,10,58612,"15th-Market",3803,0,275199
16,10,58613,"15th-Market",3816,0,275199
16,10,58614,"15th-Market",3810,0,275199
16,10,58615,"15th-Market",3817,0,275199
16,10,58616,"15th-Market",3802,0,275199
16,10,58617,"15th-Market",3819,0,275199
16,10,58618,"15th-Market",3801,0,275199
16,10,58619,"15th-Market",3813,0,275199
16,10,58620,"Olney Transportation Center",3802,0,275198
16,10,58621,"15th-Market",3806,0,275199
16,10,58622,"15th-Market",3554,0,275199
16,10,58623,"15th-Market",3552,0,275199
16,10,58624,"15th-Market",3802,0,275199
16,10,58625,"15th-Market",3803,0,275199
16,10,58626,"15th-Market",3804,0,275199
16,10,58627,"15th-Market",3806,0,275199
16,10,58628,"15th-Market",3801,0,275199
16,10,58629,"15th-Market",3802,0,275199
16,10,58630,"15th-Market",3803,0,275199
16,10,58631,"Cheltenham-Ogontz",3806,1,275202
16,10,58632,"Cheltenham-Ogontz",3813,1,275202
16,10,58633,"Cheltenham-Ogontz",3801,1,275202
16,10,58634,"Cheltenham-Ogontz",3807,1,275202
16,10,58635,"Cheltenham-Ogontz",3801,1,275202
16,10,58636,"Cheltenham-Ogontz",3807,1,275202
16,10,58637,"Cheltenham-Ogontz",3819,1,275202
16,10,58638,"Cheltenham-Ogontz",3290,1,275202
16,10,58639,"Cheltenham-Ogontz",3801,1,275202
16,10,58640,"Cheltenham-Ogontz",3817,1,275202
16,10,58641,"Cheltenham-Ogontz",3802,1,275202
16,10,58642,"Cheltenham-Ogontz",3552,1,275202
16,10,58643,"Cheltenham-Ogontz",3802,1,275202
16,10,58644,"Cheltenham-Ogontz",3803,1,275202
16,10,58645,"Cheltenham-Ogontz",3810,1,275202
16,10,58646,"Cheltenham-Ogontz",3816,1,275202
16,10,58647,"Cheltenham-Ogontz",3807,1,275202
16,10,58648,"Cheltenham-Ogontz",3810,1,275202
16,10,58649,"Cheltenham-Ogontz",3819,1,275202
16,10,58650,"Cheltenham-Ogontz",3813,1,275202
16,10,58651,"Cheltenham-Ogontz",3802,1,275202
16,10,58652,"Cheltenham-Ogontz",3817,1,275202
16,10,58653,"Cheltenham-Ogontz",3806,1,275202
16,10,58654,"Cheltenham-Ogontz",3816,1,275202
16,10,58655,"Cheltenham-Ogontz",3819,1,275202
16,10,58656,"Cheltenham-Ogontz",3813,1,275202
16,10,58657,"Cheltenham-Ogontz",3817,1,275202
16,10,58658,"Cheltenham-Ogontz",3816,1,275202
16,10,58659,"Cheltenham-Ogontz",3819,1,275202
16,10,58660,"Cheltenham-Ogontz",3806,1,275202
16,10,58661,"Cheltenham-Ogontz",3290,1,275202
16,10,58662,"Cheltenham-Ogontz",3803,1,275202
16,10,58663,"Cheltenham-Ogontz",3801,1,275202
16,10,58664,"Cheltenham-Ogontz",3554,1,275202
16,10,58665,"Cheltenham-Ogontz",3552,1,275202
16,10,58666,"Cheltenham-Ogontz",3803,1,275202
16,10,58667,"Cheltenham-Ogontz",3804,1,275202
16,10,58668,"Cheltenham-Ogontz",3806,1,275202
16,10,58669,"Cheltenham-Ogontz",3807,1,275202
16,10,58670,"Cheltenham-Ogontz",3810,1,275202
16,10,58671,"Cheltenham-Ogontz",3554,1,275202
16,10,58672,"Cheltenham-Ogontz",3801,1,275202
16,10,58673,"Cheltenham-Ogontz",3802,1,275202
16,10,58674,"Cheltenham-Ogontz",3290,1,275202
16,10,58675,"Cheltenham-Ogontz",3816,1,275202
16,10,58676,"Cheltenham-Ogontz",3819,1,275202
16,10,58677,"Cheltenham-Ogontz",3816,1,275202
16,10,58678,"Cheltenham-Ogontz",3803,1,275202
16,10,58679,"Cheltenham-Ogontz",3804,1,275202
16,10,58680,"Cheltenham-Ogontz",3806,1,275202
16,10,58681,"Cheltenham-Ogontz",3810,1,275202
16,10,58682,"Cheltenham-Ogontz",3802,1,275202
17,10,58877,"Penn's Landing",7312,0,275214
17,10,58878,"Front-Market",7302,0,275209
17,10,58879,"Penn's Landing",7309,0,275213
17,10,58880,"Penn's Landing",7303,0,275214
17,10,58881,"Penn's Landing",7318,0,275211
17,10,58882,"Penn's Landing",7321,0,275212
17,10,58883,"Penn's Landing",7319,0,275212
17,10,58884,"Front-Market",7321,0,275209
17,10,58885,"Penn's Landing",7305,0,275214
17,10,58886,"Penn's Landing",7317,0,275213
17,10,58887,"Penn's Landing",7311,0,275214
17,10,58888,"Penn's Landing",7307,0,275214
17,10,58889,"Penn's Landing",7318,0,275214
17,10,58890,"Penn's Landing",7307,0,275214
17,10,58891,"Penn's Landing",7321,0,275213
17,10,58892,"Penn's Landing",7322,0,275214
17,10,58893,"Penn's Landing",7316,0,275214
17,10,58894,"Penn's Landing",7311,0,275213
17,10,58895,"Front-Market",7301,0,275209
17,10,58896,"Penn's Landing",7308,0,275214
17,10,58897,"Penn's Landing",7309,0,275214
17,10,58898,"Penn's Landing",7306,0,275212
17,10,58899,"Penn's Landing",7309,0,275214
17,10,58900,"Penn's Landing",7305,0,275214
17,10,58901,"Penn's Landing",7307,0,275214
17,10,58902,"Penn's Landing",7314,0,275214
17,10,58903,"Penn's Landing",7316,0,275214
17,10,58904,"Penn's Landing",7309,0,275214
17,10,58905,"Penn's Landing",7315,0,275213
17,10,58906,"Penn's Landing",7310,0,275214
17,10,58907,"Penn's Landing",7301,0,275212
17,10,58908,"Penn's Landing",7318,0,275214
17,10,58909,"Penn's Landing",7311,0,275214
17,10,58910,"Penn's Landing",7305,0,275214
17,10,58911,"Penn's Landing",7314,0,275214
17,10,58912,"Penn's Landing",7307,0,275213
17,10,58913,"Penn's Landing",7317,0,275213
17,10,58914,"Penn's Landing",7316,0,275214
17,10,58915,"Penn's Landing",7319,0,275214
17,10,58916,"Penn's Landing",7310,0,275214
17,10,58917,"Penn's Landing",7320,0,275214
17,10,58918,"Penn's Landing",7315,0,275213
17,10,58919,"Penn's Landing",7311,0,275214
17,10,58920,"Front-Market",7302,0,275215
17,10,58921,"Penn's Landing",7307,0,275214
17,10,58922,"Penn's Landing",7308,0,275213
17,10,58923,"Penn's Landing",7314,0,275214
17,10,58924,"Front-Market",7303,0,275209
17,10,58925,"Penn's Landing",7301,0,275212
17,10,58926,"Penn's Landing",7305,0,275211
17,10,58927,"Penn's Landing",7302,0,275212
17,10,58928,"Penn's Landing",7303,0,275212
17,10,58929,"Penn's Landing",7304,0,275212
17,10,58930,"Penn's Landing",7319,0,275214
17,10,58931,"Penn's Landing",7317,0,275213
17,10,58932,"Front-Market",7302,0,275209
17,10,58933,"Penn's Landing",7309,0,275213
17,10,58934,"Penn's Landing",7320,0,275214
17,10,58935,"Penn's Landing",7315,0,275213
17,10,58936,"Penn's Landing",7321,0,275212
17,10,58937,"Penn's Landing",7318,0,275211
17,10,58938,"Penn's Landing",7311,0,275212
17,10,58939,"Penn's Landing",7310,0,275212
17,10,58940,"Penn's Landing",7307,0,275211
17,10,58941,"Penn's Landing",7312,0,275213
17,10,58942,"Penn's Landing",7305,0,275214
17,10,58943,"Penn's Landing",7311,0,275214
17,10,58944,"Penn's Landing",7307,0,275214
17,10,58945,"Penn's Landing",7314,0,275214
